pslFOdist,1.41421,0.860714,0.51881,DZ200500,JRA,HR_TS
wcFOdist,0.87798,0.535798,0.321217,DZ200500,JRA,HR_TS
pslFOmag,0.698971,0.292159,0.317002,DZ200500,JRA,HR_TS
wcFOmag,0.675952,0.449449,0.222688,DZ200500,JRA,HR_TS
trajMaxGap,0.510142,0.415275,0.085973,DZ200500,JRA,HR_TS
minWind,0.482068,0.256455,0.196609,DZ200500,JRA,HR_TS
wcOffset,0.221612,0.166726,0.055853,DZ200500,JRA,HR_TS
trajMinLen,0.167206,0.065698,0.077182,DZ200500,JRA,HR_TS
trajRange,0.012831,0.008548,0.004215,DZ200500,JRA,HR_TS
maxLat,0.00810315,0.006397,0.001675,DZ200500,JRA,HR_TS
mergeDist,0.00597781,0.004312,0.001692,DZ200500,JRA,HR_TS
maxTopo,0.00452815,0.003613,0.000881,DZ200500,JRA,HR_TS
